barcode05/rotated/barcode05_rotated.fasta.sum:contig_1_polish                                              IS3             41    0.96           47610         4950963
barcode05/rotated/barcode05_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         4950963
barcode05/rotated/barcode05_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.11            5370         4950963
barcode05/rotated/barcode05_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         4950963
barcode05/rotated/barcode05_rotated.fasta.sum:contig_1_polish                                              IS5             27    0.51           25493         4950963
barcode05/rotated/barcode05_rotated.fasta.sum:contig_2                                                     IS3              1    1.89            1226           64854
barcode05/rotated/barcode05_rotated.fasta.sum:contig_2                                                     IS5              1    2.30            1489           64854
barcode05/rotated/barcode05_rotated.fasta.sum:barcode05_rotated.fasta                                      total           78    1.68           84284         5015817
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS3             35    0.81           40946         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.13            6395         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:contig_1_polish                                              IS5             25    0.49           24758         5075873
barcode06/rotated/barcode06_rotated.fasta.sum:barcode06_rotated.fasta                                      total           70    1.52           77251         5075873
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2144         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1162         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS3             40    0.70           35618         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS4             13    0.34           17208         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:contig_1_polish                                              IS5             66    1.66           84590         5083474
barcode07/rotated/barcode07_rotated.fasta.sum:barcode07_rotated.fasta                                      total          123    2.78          141536         5083474
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS1595           1    0.02            1090         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS3             49    1.04           53624         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS4             16    0.42           21617         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:contig_1_polish                                              IS5             62    1.54           79701         5170994
barcode08/rotated/barcode08_rotated.fasta.sum:barcode08_rotated.fasta                                      total          130    3.06          158069         5170994
barcode09/rotated/barcode09_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5044704
barcode09/rotated/barcode09_rotated.fasta.sum:contig_1_polish                                              IS3             62    1.42           71568         5044704
barcode09/rotated/barcode09_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.01             282         5044704
barcode09/rotated/barcode09_rotated.fasta.sum:contig_1_polish                                              IS4              8    0.19            9725         5044704
barcode09/rotated/barcode09_rotated.fasta.sum:contig_1_polish                                              IS5             20    0.42           21189         5044704
barcode09/rotated/barcode09_rotated.fasta.sum:barcode09_rotated.fasta                                      total           92    2.06          103987         5044704
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS1595           2    0.04            1881         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS21             1    0.02            1223         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS3             44    0.96           49325         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS30             1    0.00             229         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS4              2    0.04            2309         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS481            1    0.02             814         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:contig_3_polish                                              IS5             39    0.89           45857         5142581
barcode10/rotated/barcode10_rotated.fasta.sum:barcode10_rotated.fasta                                      total           90    1.98          101638         5142581
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2203         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS3             35    0.72           36076         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS4              7    0.18            9096         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:contig_1_polish                                              IS5             32    0.71           35555         5036954
barcode11/rotated/barcode11_rotated.fasta.sum:barcode11_rotated.fasta                                      total           78    1.67           84967         5079507
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS110            2    0.06            2889         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS3             46    1.01           52208         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS4              4    0.10            5077         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_1_polish                                              IS5             27    0.54           28047         5161597
barcode12/rotated/barcode12_rotated.fasta.sum:contig_2                                                     IS5              1    2.86            1506           52650
barcode12/rotated/barcode12_rotated.fasta.sum:barcode12_rotated.fasta                                      total           82    1.76           91764         5223423
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS3             40    0.85           43287         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS4              1    0.03            1756         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              IS5             22    0.39           20144         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:contig_1_polish                                              new              2    0.33           16735         5113948
barcode13/rotated/barcode13_rotated.fasta.sum:barcode13_rotated.fasta                                      total           70    1.70           87074         5113948
barcode14/rotated/barcode14_rotated.fasta.sum:contig_1_polish                                              IS110            6    0.16            7776         4973295
barcode14/rotated/barcode14_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1162         4973295
barcode14/rotated/barcode14_rotated.fasta.sum:contig_1_polish                                              IS3             21    0.44           21713         4973295
barcode14/rotated/barcode14_rotated.fasta.sum:contig_1_polish                                              IS4              9    0.24           12025         4973295
barcode14/rotated/barcode14_rotated.fasta.sum:contig_1_polish                                              IS5             12    0.22           11059         4973295
barcode14/rotated/barcode14_rotated.fasta.sum:barcode14_rotated.fasta                                      total           49    1.08           53735         4973295
barcode15/rotated/barcode15_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5100279
barcode15/rotated/barcode15_rotated.fasta.sum:contig_1_polish                                              IS3             31    0.67           34393         5100279
barcode15/rotated/barcode15_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.13            6673         5100279
barcode15/rotated/barcode15_rotated.fasta.sum:contig_1_polish                                              IS5             35    0.64           32670         5100279
barcode15/rotated/barcode15_rotated.fasta.sum:barcode15_rotated.fasta                                      total           72    1.47           74959         5100279
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS3             34    0.75           38478         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS4              6    0.16            8099         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:contig_1_polish                                              IS5             27    0.56           28804         5102973
barcode16/rotated/barcode16_rotated.fasta.sum:barcode16_rotated.fasta                                      total           72    1.58           80533         5102973
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.05            2335         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS3             31    0.62           31963         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.00             229         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS4              9    0.24           12151         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:contig_1_polish                                              IS5             36    0.84           43169         5138930
barcode17/rotated/barcode17_rotated.fasta.sum:barcode17_rotated.fasta                                      total           81    1.79           91884         5138930
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS110            2    0.06            2889         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS3             40    0.86           44417         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS4              3    0.07            3755         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:contig_1_polish                                              IS5             33    0.71           36457         5167437
barcode18/rotated/barcode18_rotated.fasta.sum:barcode18_rotated.fasta                                      total           80    1.73           89555         5167437
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS3             29    0.66           34049         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS4              4    0.10            5398         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:contig_1_polish                                              IS5             23    0.44           22770         5179619
barcode19/rotated/barcode19_rotated.fasta.sum:barcode19_rotated.fasta                                      total           61    1.30           67369         5179619
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2203         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS3             38    0.77           38936         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS4              8    0.21           10448         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:contig_1_polish                                              IS5             34    0.79           39823         5036853
barcode20/rotated/barcode20_rotated.fasta.sum:barcode20_rotated.fasta                                      total           84    1.86           93447         5036853
barcode21/rotated/barcode21_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         4944742
barcode21/rotated/barcode21_rotated.fasta.sum:contig_1_polish                                              IS3             36    0.78           38572         4944742
barcode21/rotated/barcode21_rotated.fasta.sum:contig_1_polish                                              IS4              7    0.18            9096         4944742
barcode21/rotated/barcode21_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         4944742
barcode21/rotated/barcode21_rotated.fasta.sum:contig_1_polish                                              IS5             26    0.58           28894         4944742
barcode21/rotated/barcode21_rotated.fasta.sum:contig_2                                                     IS3              9    4.13            7986          193360
barcode21/rotated/barcode21_rotated.fasta.sum:contig_2                                                     IS5              1    0.78            1514          193360
barcode21/rotated/barcode21_rotated.fasta.sum:contig_2                                                     new              2    9.66           18672          193360
barcode21/rotated/barcode21_rotated.fasta.sum:barcode21_rotated.fasta                                      total           83    2.08          106771         5138102
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS1595           1    0.02            1088         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1162         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS3             25    0.45           22760         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS4             10    0.26           13260         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:contig_1_polish                                              IS5             66    1.67           83459         5011997
barcode22/rotated/barcode22_rotated.fasta.sum:barcode22_rotated.fasta                                      total          104    2.44          122543         5011997
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS3             34    0.78           39720         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.13            6395         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:contig_1_polish                                              IS5             24    0.46           23593         5075692
barcode23/rotated/barcode23_rotated.fasta.sum:barcode23_rotated.fasta                                      total           68    1.47           74860         5075692
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS3             33    0.76           38630         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.13            6748         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:contig_1_polish                                              IS5             22    0.42           21260         5071108
barcode24/rotated/barcode24_rotated.fasta.sum:barcode24_rotated.fasta                                      total           65    1.42           71790         5071108
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS3             37    0.82           42120         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS4              6    0.16            8098         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:contig_1_polish                                              IS5             29    0.61           31161         5128816
barcode25/rotated/barcode25_rotated.fasta.sum:barcode25_rotated.fasta                                      total           77    1.69           86531         5128816
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS1595           1    0.02            1072         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS3             37    0.70           35180         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS4             10    0.26           12933         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:contig_1_polish                                              IS5             60    1.48           74836         5049113
barcode26/rotated/barcode26_rotated.fasta.sum:barcode26_rotated.fasta                                      total          110    2.50          126058         5049113
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS1595           1    0.02            1088         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1162         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS3             39    0.71           36243         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS4             11    0.29           14496         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:contig_1_polish                                              IS5             61    1.52           77220         5071502
barcode27/rotated/barcode27_rotated.fasta.sum:barcode27_rotated.fasta                                      total          114    2.58          131023         5071502
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS110            2    0.06            2888         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS3             39    0.86           44490         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS4              3    0.07            3600         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:contig_1_polish                                              IS5             29    0.61           31564         5180571
barcode28/rotated/barcode28_rotated.fasta.sum:barcode28_rotated.fasta                                      total           75    1.63           84579         5180571
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS3             36    0.81           41108         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS4              5    0.13            6748         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:contig_1_polish                                              IS5             24    0.48           24276         5076486
barcode29/rotated/barcode29_rotated.fasta.sum:barcode29_rotated.fasta                                      total           70    1.52           77284         5076486
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            1832         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS3             44    0.93           47931         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.00             229         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS4              3    0.07            3560         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:contig_1_polish                                              IS5             31    0.66           33781         5145617
barcode30/rotated/barcode30_rotated.fasta.sum:barcode30_rotated.fasta                                      total           83    1.74           89370         5145617
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS110            4    0.10            5126         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS3              6    0.12            6089         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS4              1    0.04            1757         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:contig_1_polish                                              IS5             14    0.27           13470         4921774
barcode31/rotated/barcode31_rotated.fasta.sum:barcode31_rotated.fasta                                      total           27    0.58           28479         4921774
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS110            2    0.05            2526         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS3              2    0.03            1464         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS4              3    0.06            2982         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:contig_1_polish                                              IS5             18    0.35           17174         4921397
barcode32/rotated/barcode32_rotated.fasta.sum:barcode32_rotated.fasta                                      total           27    0.53           26183         4921397
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS1595           1    0.02            1088         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS3             42    0.85           42799         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS4              2    0.05            2699         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              IS5             32    0.71           36000         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:contig_1_polish                                              new              2    0.02            1056         5058369
barcode33/rotated/barcode33_rotated.fasta.sum:barcode33_rotated.fasta                                      total           81    1.69           85679         5058369
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2203         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS3             35    0.72           36076         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS4              8    0.21           10446         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:contig_1_polish                                              IS5             30    0.65           32531         5038217
barcode34/rotated/barcode34_rotated.fasta.sum:barcode34_rotated.fasta                                      total           77    1.65           83293         5038217
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS1595           2    0.04            2056         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS3             37    0.85           43403         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS30             1    0.02            1059         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS4              6    0.15            7753         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_1_polish                                              IS5             23    0.50           25657         5094537
barcode35/rotated/barcode35_rotated.fasta.sum:contig_2                                                     IS3              2    5.07            2127           41951
barcode35/rotated/barcode35_rotated.fasta.sum:barcode35_rotated.fasta                                      total           73    1.64           84092         5136488
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS110            4    0.10            5128         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS3             12    0.24           11950         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS4              1    0.04            1757         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS481            1    0.02             814         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:contig_1_polish                                              IS5             16    0.32           15616         4953203
barcode36/rotated/barcode36_rotated.fasta.sum:barcode36_rotated.fasta                                      total           35    0.74           36488         4953203
barcode37/rotated/barcode37_rotated.fasta.sum:contig_1_polish                                              IS110            4    0.10            5126         4912110
barcode37/rotated/barcode37_rotated.fasta.sum:contig_1_polish                                              IS21             1    0.02            1223         4912110
