region	organism	contig	start	stop	genes	contigBorder	wholeContig
Xcc_barcode06_contig_1_polish_RGP_19	Xcc_barcode06	contig_1_polish	5015990	5024070	6	False	False
Xcc_barcode07_contig_1_polish_RGP_6	Xcc_barcode07	contig_1_polish	55161	88207	29	False	False
Xcc_barcode07_contig_1_polish_RGP_13	Xcc_barcode07	contig_1_polish	164202	180693	14	False	False
Xcc_barcode07_contig_1_polish_RGP_31	Xcc_barcode07	contig_1_polish	294369	303600	7	False	False
Xcc_barcode07_contig_1_polish_RGP_12	Xcc_barcode07	contig_1_polish	410670	423512	12	False	False
Xcc_barcode07_contig_1_polish_RGP_26	Xcc_barcode07	contig_1_polish	570145	578547	6	False	False
Xcc_barcode07_contig_1_polish_RGP_15	Xcc_barcode07	contig_1_polish	641857	663706	13	False	False
Xcc_barcode07_contig_1_polish_RGP_4	Xcc_barcode07	contig_1_polish	712402	733578	22	False	False
Xcc_barcode07_contig_1_polish_RGP_14	Xcc_barcode07	contig_1_polish	859267	867066	9	False	False
Xcc_barcode07_contig_1_polish_RGP_5	Xcc_barcode07	contig_1_polish	1056245	1077343	21	False	False
Xcc_barcode07_contig_1_polish_RGP_25	Xcc_barcode07	contig_1_polish	1164044	1169845	6	False	False
Xcc_barcode07_contig_1_polish_RGP_24	Xcc_barcode07	contig_1_polish	1183603	1187074	6	False	False
Xcc_barcode07_contig_1_polish_RGP_1	Xcc_barcode07	contig_1_polish	1256040	1299079	45	False	False
Xcc_barcode07_contig_1_polish_RGP_8	Xcc_barcode07	contig_1_polish	1368606	1385421	17	False	False
Xcc_barcode07_contig_1_polish_RGP_30	Xcc_barcode07	contig_1_polish	1607209	1611307	5	False	False
Xcc_barcode07_contig_1_polish_RGP_18	Xcc_barcode07	contig_1_polish	1833042	1844397	8	False	False
Xcc_barcode07_contig_1_polish_RGP_0	Xcc_barcode07	contig_1_polish	1999249	2049655	51	False	False
Xcc_barcode07_contig_1_polish_RGP_2	Xcc_barcode07	contig_1_polish	2216167	2263768	27	False	False
Xcc_barcode07_contig_1_polish_RGP_29	Xcc_barcode07	contig_1_polish	2455254	2462993	5	False	False
Xcc_barcode07_contig_1_polish_RGP_11	Xcc_barcode07	contig_1_polish	2492977	2508495	12	False	False
Xcc_barcode07_contig_1_polish_RGP_9	Xcc_barcode07	contig_1_polish	2629626	2643297	14	False	False
Xcc_barcode07_contig_1_polish_RGP_17	Xcc_barcode07	contig_1_polish	3087722	3100773	12	False	False
Xcc_barcode07_contig_1_polish_RGP_23	Xcc_barcode07	contig_1_polish	3105787	3112855	6	False	False
Xcc_barcode07_contig_1_polish_RGP_22	Xcc_barcode07	contig_1_polish	3218038	3225094	6	False	False
Xcc_barcode07_contig_1_polish_RGP_35	Xcc_barcode07	contig_1_polish	3389331	3394061	4	False	False
Xcc_barcode07_contig_1_polish_RGP_7	Xcc_barcode07	contig_1_polish	3583649	3606417	19	False	False
Xcc_barcode07_contig_1_polish_RGP_21	Xcc_barcode07	contig_1_polish	3673904	3679591	6	False	False
Xcc_barcode07_contig_1_polish_RGP_3	Xcc_barcode07	contig_1_polish	3806464	3836893	25	False	False
Xcc_barcode07_contig_1_polish_RGP_16	Xcc_barcode07	contig_1_polish	4250005	4255477	8	False	False
Xcc_barcode07_contig_1_polish_RGP_34	Xcc_barcode07	contig_1_polish	4408021	4413415	4	False	False
Xcc_barcode07_contig_1_polish_RGP_28	Xcc_barcode07	contig_1_polish	4523857	4528046	5	False	False
Xcc_barcode07_contig_1_polish_RGP_33	Xcc_barcode07	contig_1_polish	4803167	4806549	4	False	False
Xcc_barcode07_contig_1_polish_RGP_20	Xcc_barcode07	contig_1_polish	4913598	4919755	6	False	False
Xcc_barcode07_contig_1_polish_RGP_27	Xcc_barcode07	contig_1_polish	4943631	4947031	5	False	False
Xcc_barcode07_contig_1_polish_RGP_32	Xcc_barcode07	contig_1_polish	4973711	4980987	4	False	False
Xcc_barcode07_contig_1_polish_RGP_10	Xcc_barcode07	contig_1_polish	4999171	5013864	19	False	False
Xcc_barcode07_contig_1_polish_RGP_19	Xcc_barcode07	contig_1_polish	5024088	5032168	6	False	False
Xcc_barcode08_contig_1_polish_RGP_6	Xcc_barcode08	contig_1_polish	56194	97793	37	False	False
Xcc_barcode08_contig_1_polish_RGP_25	Xcc_barcode08	contig_1_polish	164813	169937	7	False	False
Xcc_barcode08_contig_1_polish_RGP_38	Xcc_barcode08	contig_1_polish	264415	267648	4	False	False
Xcc_barcode08_contig_1_polish_RGP_19	Xcc_barcode08	contig_1_polish	397602	406135	10	False	False
Xcc_barcode08_contig_1_polish_RGP_24	Xcc_barcode08	contig_1_polish	552612	561157	7	False	False
Xcc_barcode08_contig_1_polish_RGP_12	Xcc_barcode08	contig_1_polish	619581	646816	19	False	False
Xcc_barcode08_contig_1_polish_RGP_7	Xcc_barcode08	contig_1_polish	695243	714381	19	False	False
Xcc_barcode08_contig_1_polish_RGP_18	Xcc_barcode08	contig_1_polish	837688	848564	10	False	False
Xcc_barcode08_contig_1_polish_RGP_32	Xcc_barcode08	contig_1_polish	1128383	1134232	5	False	False
Xcc_barcode08_contig_1_polish_RGP_3	Xcc_barcode08	contig_1_polish	1154408	1207954	43	False	False
Xcc_barcode08_contig_1_polish_RGP_23	Xcc_barcode08	contig_1_polish	1269343	1276566	7	False	False
Xcc_barcode08_contig_1_polish_RGP_15	Xcc_barcode08	contig_1_polish	1348165	1364302	15	False	False
Xcc_barcode08_contig_1_polish_RGP_37	Xcc_barcode08	contig_1_polish	1581903	1585479	4	False	False
Xcc_barcode08_contig_1_polish_RGP_11	Xcc_barcode08	contig_1_polish	1754133	1768759	15	False	False
Xcc_barcode08_contig_1_polish_RGP_9	Xcc_barcode08	contig_1_polish	1820464	1832607	16	False	False
Xcc_barcode08_contig_1_polish_RGP_36	Xcc_barcode08	contig_1_polish	1958995	1965830	6	False	False
Xcc_barcode08_contig_1_polish_RGP_22	Xcc_barcode08	contig_1_polish	1998142	2002795	7	False	False
Xcc_barcode08_contig_1_polish_RGP_17	Xcc_barcode08	contig_1_polish	2116304	2127279	11	False	False
Xcc_barcode08_contig_1_polish_RGP_8	Xcc_barcode08	contig_1_polish	2157225	2172470	16	False	False
Xcc_barcode08_contig_1_polish_RGP_14	Xcc_barcode08	contig_1_polish	2330993	2346992	15	False	False
Xcc_barcode08_contig_1_polish_RGP_1	Xcc_barcode08	contig_1_polish	2363330	2428939	61	False	False
Xcc_barcode08_contig_1_polish_RGP_21	Xcc_barcode08	contig_1_polish	2470839	2475552	8	False	False
Xcc_barcode08_contig_1_polish_RGP_30	Xcc_barcode08	contig_1_polish	2654886	2659987	8	False	False
Xcc_barcode08_contig_1_polish_RGP_13	Xcc_barcode08	contig_1_polish	2875116	2891471	15	False	False
Xcc_barcode08_contig_1_polish_RGP_5	Xcc_barcode08	contig_1_polish	3046119	3069426	27	False	False
Xcc_barcode08_contig_1_polish_RGP_29	Xcc_barcode08	contig_1_polish	3075190	3081937	6	False	False
Xcc_barcode08_contig_1_polish_RGP_2	Xcc_barcode08	contig_1_polish	3159362	3204077	52	False	False
Xcc_barcode08_contig_1_polish_RGP_20	Xcc_barcode08	contig_1_polish	3230693	3239261	8	False	False
Xcc_barcode08_contig_1_polish_RGP_31	Xcc_barcode08	contig_1_polish	3401040	3407129	5	False	False
Xcc_barcode08_contig_1_polish_RGP_16	Xcc_barcode08	contig_1_polish	3599113	3615341	13	False	False
Xcc_barcode08_contig_1_polish_RGP_0	Xcc_barcode08	contig_1_polish	3813845	3893988	84	False	False
Xcc_barcode08_contig_1_polish_RGP_35	Xcc_barcode08	contig_1_polish	4460461	4465855	4	False	False
Xcc_barcode08_contig_1_polish_RGP_4	Xcc_barcode08	contig_1_polish	4494682	4532809	33	False	False
Xcc_barcode08_contig_1_polish_RGP_28	Xcc_barcode08	contig_1_polish	4611723	4616926	6	False	False
Xcc_barcode08_contig_1_polish_RGP_34	Xcc_barcode08	contig_1_polish	4892237	4896635	4	False	False
Xcc_barcode08_contig_1_polish_RGP_27	Xcc_barcode08	contig_1_polish	5005844	5012194	6	False	False
Xcc_barcode08_contig_1_polish_RGP_33	Xcc_barcode08	contig_1_polish	5060567	5067881	4	False	False
Xcc_barcode08_contig_1_polish_RGP_10	Xcc_barcode08	contig_1_polish	5086650	5102573	21	False	False
Xcc_barcode08_contig_1_polish_RGP_26	Xcc_barcode08	contig_1_polish	5112761	5120303	6	False	False
Xcc_barcode09_contig_1_polish_RGP_17	Xcc_barcode09	contig_1_polish	17865	25568	8	False	False
Xcc_barcode09_contig_1_polish_RGP_7	Xcc_barcode09	contig_1_polish	69320	90577	20	False	False
Xcc_barcode09_contig_1_polish_RGP_31	Xcc_barcode09	contig_1_polish	105386	112685	4	False	False
Xcc_barcode09_contig_1_polish_RGP_24	Xcc_barcode09	contig_1_polish	139456	143408	6	False	False
Xcc_barcode09_contig_1_polish_RGP_20	Xcc_barcode09	contig_1_polish	245595	252928	7	False	False
Xcc_barcode09_contig_1_polish_RGP_15	Xcc_barcode09	contig_1_polish	637806	647748	9	False	False
Xcc_barcode09_contig_1_polish_RGP_30	Xcc_barcode09	contig_1_polish	677906	683300	4	False	False
Xcc_barcode09_contig_1_polish_RGP_23	Xcc_barcode09	contig_1_polish	990945	999002	8	False	False
Xcc_barcode09_contig_1_polish_RGP_11	Xcc_barcode09	contig_1_polish	1275662	1283681	13	False	False
Xcc_barcode09_contig_1_polish_RGP_12	Xcc_barcode09	contig_1_polish	1325426	1342953	14	False	False
Xcc_barcode09_contig_1_polish_RGP_2	Xcc_barcode09	contig_1_polish	1790696	1831827	40	False	False
Xcc_barcode09_contig_1_polish_RGP_5	Xcc_barcode09	contig_1_polish	1987770	2008752	24	False	False
Xcc_barcode09_contig_1_polish_RGP_1	Xcc_barcode09	contig_1_polish	2174811	2243072	53	False	False
Xcc_barcode09_contig_1_polish_RGP_14	Xcc_barcode09	contig_1_polish	2364683	2374416	10	False	False
Xcc_barcode09_contig_1_polish_RGP_10	Xcc_barcode09	contig_1_polish	2404581	2418598	13	False	False
Xcc_barcode09_contig_1_polish_RGP_4	Xcc_barcode09	contig_1_polish	2571492	2595165	26	False	False
Xcc_barcode09_contig_1_polish_RGP_29	Xcc_barcode09	contig_1_polish	2601172	2614347	6	False	False
Xcc_barcode09_contig_1_polish_RGP_9	Xcc_barcode09	contig_1_polish	2943621	2955384	13	False	False
Xcc_barcode09_contig_1_polish_RGP_27	Xcc_barcode09	contig_1_polish	2980266	2987848	5	False	False
Xcc_barcode09_contig_1_polish_RGP_0	Xcc_barcode09	contig_1_polish	3084064	3157481	79	False	False
Xcc_barcode09_contig_1_polish_RGP_22	Xcc_barcode09	contig_1_polish	3425850	3431011	6	False	False
Xcc_barcode09_contig_1_polish_RGP_16	Xcc_barcode09	contig_1_polish	3694282	3701792	8	False	False
Xcc_barcode09_contig_1_polish_RGP_19	Xcc_barcode09	contig_1_polish	3749691	3755280	7	False	False
Xcc_barcode09_contig_1_polish_RGP_3	Xcc_barcode09	contig_1_polish	3835501	3865278	30	False	False
Xcc_barcode09_contig_1_polish_RGP_28	Xcc_barcode09	contig_1_polish	4230172	4236504	4	False	False
Xcc_barcode09_contig_1_polish_RGP_26	Xcc_barcode09	contig_1_polish	4304308	4311645	7	False	False
Xcc_barcode09_contig_1_polish_RGP_8	Xcc_barcode09	contig_1_polish	4366284	4379264	14	False	False
Xcc_barcode09_contig_1_polish_RGP_21	Xcc_barcode09	contig_1_polish	4427768	4448073	10	False	False
Xcc_barcode09_contig_1_polish_RGP_6	Xcc_barcode09	contig_1_polish	4652171	4665957	19	False	False
Xcc_barcode09_contig_1_polish_RGP_18	Xcc_barcode09	contig_1_polish	4888845	4896110	9	False	False
Xcc_barcode09_contig_1_polish_RGP_25	Xcc_barcode09	contig_1_polish	4915474	4922189	7	False	False
Xcc_barcode09_contig_1_polish_RGP_13	Xcc_barcode09	contig_1_polish	4972458	4983510	13	False	False
Xcc_barcode10_contig_3_polish_RGP_8	Xcc_barcode10	contig_3_polish	46634	73729	22	False	False
Xcc_barcode10_contig_3_polish_RGP_6	Xcc_barcode10	contig_3_polish	91614	130834	35	False	False
Xcc_barcode10_contig_3_polish_RGP_16	Xcc_barcode10	contig_3_polish	199586	212832	12	False	False
Xcc_barcode10_contig_3_polish_RGP_31	Xcc_barcode10	contig_3_polish	321414	330644	7	False	False
Xcc_barcode10_contig_3_polish_RGP_10	Xcc_barcode10	contig_3_polish	435902	448500	14	False	False
Xcc_barcode10_contig_3_polish_RGP_21	Xcc_barcode10	contig_3_polish	657693	679128	12	False	False
Xcc_barcode10_contig_3_polish_RGP_4	Xcc_barcode10	contig_3_polish	727666	749234	23	False	False
Xcc_barcode10_contig_3_polish_RGP_9	Xcc_barcode10	contig_3_polish	1072076	1088637	15	False	False
Xcc_barcode10_contig_3_polish_RGP_22	Xcc_barcode10	contig_3_polish	1175766	1183079	7	False	False
Xcc_barcode10_contig_3_polish_RGP_26	Xcc_barcode10	contig_3_polish	1196837	1200308	6	False	False
Xcc_barcode10_contig_3_polish_RGP_1	Xcc_barcode10	contig_3_polish	1267875	1307795	41	False	False
Xcc_barcode10_contig_3_polish_RGP_12	Xcc_barcode10	contig_3_polish	1502062	1522586	17	False	False
Xcc_barcode10_contig_3_polish_RGP_35	Xcc_barcode10	contig_3_polish	1711895	1716625	4	False	False
Xcc_barcode10_contig_3_polish_RGP_25	Xcc_barcode10	contig_3_polish	1876491	1883547	6	False	False
Xcc_barcode10_contig_3_polish_RGP_24	Xcc_barcode10	contig_3_polish	1989392	1996460	6	False	False
Xcc_barcode10_contig_3_polish_RGP_20	Xcc_barcode10	contig_3_polish	2001474	2014522	12	False	False
Xcc_barcode10_contig_3_polish_RGP_30	Xcc_barcode10	contig_3_polish	2112133	2118809	5	False	False
Xcc_barcode10_contig_3_polish_RGP_17	Xcc_barcode10	contig_3_polish	2417059	2424786	11	False	False
Xcc_barcode10_contig_3_polish_RGP_0	Xcc_barcode10	contig_3_polish	2464571	2566925	97	False	False
Xcc_barcode10_contig_3_polish_RGP_7	Xcc_barcode10	contig_3_polish	2583663	2610291	22	False	False
Xcc_barcode10_contig_3_polish_RGP_29	Xcc_barcode10	contig_3_polish	2775163	2782908	5	False	False
Xcc_barcode10_contig_3_polish_RGP_15	Xcc_barcode10	contig_3_polish	2812881	2828256	12	False	False
Xcc_barcode10_contig_3_polish_RGP_19	Xcc_barcode10	contig_3_polish	2946142	2961553	8	False	False
Xcc_barcode10_contig_3_polish_RGP_2	Xcc_barcode10	contig_3_polish	3124933	3155129	24	False	False
Xcc_barcode10_contig_3_polish_RGP_18	Xcc_barcode10	contig_3_polish	3309146	3316770	8	False	False
