flye/flye-barcode21/short_summary.specific.xanthomonadales_odb10.flye-barcode21.txt:  26    Missing     BUSCOs  (M)
flye/flye-barcode22/short_summary.specific.xanthomonadales_odb10.flye-barcode22.txt:  1092  Complete    BUSCOs  (C)
flye/flye-barcode22/short_summary.specific.xanthomonadales_odb10.flye-barcode22.txt:  35    Fragmented  BUSCOs  (F)
flye/flye-barcode22/short_summary.specific.xanthomonadales_odb10.flye-barcode22.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode23/short_summary.specific.xanthomonadales_odb10.flye-barcode23.txt:  1106  Complete    BUSCOs  (C)
flye/flye-barcode23/short_summary.specific.xanthomonadales_odb10.flye-barcode23.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode23/short_summary.specific.xanthomonadales_odb10.flye-barcode23.txt:  21    Missing     BUSCOs  (M)
flye/flye-barcode24/short_summary.specific.xanthomonadales_odb10.flye-barcode24.txt:  1094  Complete    BUSCOs  (C)
flye/flye-barcode24/short_summary.specific.xanthomonadales_odb10.flye-barcode24.txt:  29    Fragmented  BUSCOs  (F)
flye/flye-barcode24/short_summary.specific.xanthomonadales_odb10.flye-barcode24.txt:  29    Missing     BUSCOs  (M)
flye/flye-barcode25/short_summary.specific.xanthomonadales_odb10.flye-barcode25.txt:  1097  Complete    BUSCOs  (C)
flye/flye-barcode25/short_summary.specific.xanthomonadales_odb10.flye-barcode25.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode25/short_summary.specific.xanthomonadales_odb10.flye-barcode25.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode26/short_summary.specific.xanthomonadales_odb10.flye-barcode26.txt:  1094  Complete    BUSCOs  (C)
flye/flye-barcode26/short_summary.specific.xanthomonadales_odb10.flye-barcode26.txt:  36    Fragmented  BUSCOs  (F)
flye/flye-barcode26/short_summary.specific.xanthomonadales_odb10.flye-barcode26.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode27/short_summary.specific.xanthomonadales_odb10.flye-barcode27.txt:  1093  Complete    BUSCOs  (C)
flye/flye-barcode27/short_summary.specific.xanthomonadales_odb10.flye-barcode27.txt:  33    Fragmented  BUSCOs  (F)
flye/flye-barcode27/short_summary.specific.xanthomonadales_odb10.flye-barcode27.txt:  26    Missing     BUSCOs  (M)
flye/flye-barcode28/short_summary.specific.xanthomonadales_odb10.flye-barcode28.txt:  1098  Complete    BUSCOs  (C)
flye/flye-barcode28/short_summary.specific.xanthomonadales_odb10.flye-barcode28.txt:  27    Fragmented  BUSCOs  (F)
flye/flye-barcode28/short_summary.specific.xanthomonadales_odb10.flye-barcode28.txt:  27    Missing     BUSCOs  (M)
flye/flye-barcode29/short_summary.specific.xanthomonadales_odb10.flye-barcode29.txt:  1103  Complete    BUSCOs  (C)
flye/flye-barcode29/short_summary.specific.xanthomonadales_odb10.flye-barcode29.txt:  23    Fragmented  BUSCOs  (F)
flye/flye-barcode29/short_summary.specific.xanthomonadales_odb10.flye-barcode29.txt:  26    Missing     BUSCOs  (M)
flye/flye-barcode30/short_summary.specific.xanthomonadales_odb10.flye-barcode30.txt:  1076  Complete    BUSCOs  (C)
flye/flye-barcode30/short_summary.specific.xanthomonadales_odb10.flye-barcode30.txt:  40    Fragmented  BUSCOs  (F)
flye/flye-barcode30/short_summary.specific.xanthomonadales_odb10.flye-barcode30.txt:  36    Missing     BUSCOs  (M)
flye/flye-barcode31/short_summary.specific.xanthomonadales_odb10.flye-barcode31.txt:  1069  Complete    BUSCOs  (C)
flye/flye-barcode31/short_summary.specific.xanthomonadales_odb10.flye-barcode31.txt:  44    Fragmented  BUSCOs  (F)
flye/flye-barcode31/short_summary.specific.xanthomonadales_odb10.flye-barcode31.txt:  39    Missing     BUSCOs  (M)
flye/flye-barcode32/short_summary.specific.xanthomonadales_odb10.flye-barcode32.txt:  1102  Complete    BUSCOs  (C)
flye/flye-barcode32/short_summary.specific.xanthomonadales_odb10.flye-barcode32.txt:  26    Fragmented  BUSCOs  (F)
flye/flye-barcode32/short_summary.specific.xanthomonadales_odb10.flye-barcode32.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode33/short_summary.specific.xanthomonadales_odb10.flye-barcode33.txt:  1091  Complete    BUSCOs  (C)
flye/flye-barcode33/short_summary.specific.xanthomonadales_odb10.flye-barcode33.txt:  33    Fragmented  BUSCOs  (F)
flye/flye-barcode33/short_summary.specific.xanthomonadales_odb10.flye-barcode33.txt:  28    Missing     BUSCOs  (M)
flye/flye-barcode34/short_summary.specific.xanthomonadales_odb10.flye-barcode34.txt:  1105  Complete    BUSCOs  (C)
flye/flye-barcode34/short_summary.specific.xanthomonadales_odb10.flye-barcode34.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode34/short_summary.specific.xanthomonadales_odb10.flye-barcode34.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode35/short_summary.specific.xanthomonadales_odb10.flye-barcode35.txt:  1091  Complete    BUSCOs  (C)
flye/flye-barcode35/short_summary.specific.xanthomonadales_odb10.flye-barcode35.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode35/short_summary.specific.xanthomonadales_odb10.flye-barcode35.txt:  30    Missing     BUSCOs  (M)
flye/flye-barcode36/short_summary.specific.xanthomonadales_odb10.flye-barcode36.txt:  1101  Complete    BUSCOs  (C)
flye/flye-barcode36/short_summary.specific.xanthomonadales_odb10.flye-barcode36.txt:  29    Fragmented  BUSCOs  (F)
flye/flye-barcode36/short_summary.specific.xanthomonadales_odb10.flye-barcode36.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode37/short_summary.specific.xanthomonadales_odb10.flye-barcode37.txt:  1106  Complete    BUSCOs  (C)
flye/flye-barcode37/short_summary.specific.xanthomonadales_odb10.flye-barcode37.txt:  24    Fragmented  BUSCOs  (F)
flye/flye-barcode37/short_summary.specific.xanthomonadales_odb10.flye-barcode37.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode38/short_summary.specific.xanthomonadales_odb10.flye-barcode38.txt:  1061  Complete    BUSCOs  (C)
flye/flye-barcode38/short_summary.specific.xanthomonadales_odb10.flye-barcode38.txt:  57    Fragmented  BUSCOs  (F)
flye/flye-barcode38/short_summary.specific.xanthomonadales_odb10.flye-barcode38.txt:  34    Missing     BUSCOs  (M)
flye/flye-barcode39/short_summary.specific.xanthomonadales_odb10.flye-barcode39.txt:  1093  Complete    BUSCOs  (C)
flye/flye-barcode39/short_summary.specific.xanthomonadales_odb10.flye-barcode39.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode39/short_summary.specific.xanthomonadales_odb10.flye-barcode39.txt:  28    Missing     BUSCOs  (M)
flye/flye-barcode40/short_summary.specific.xanthomonadales_odb10.flye-barcode40.txt:  1063  Complete    BUSCOs  (C)
flye/flye-barcode40/short_summary.specific.xanthomonadales_odb10.flye-barcode40.txt:  48    Fragmented  BUSCOs  (F)
flye/flye-barcode40/short_summary.specific.xanthomonadales_odb10.flye-barcode40.txt:  41    Missing     BUSCOs  (M)
flye/flye-barcode41/short_summary.specific.xanthomonadales_odb10.flye-barcode41.txt:  1071  Complete    BUSCOs  (C)
flye/flye-barcode41/short_summary.specific.xanthomonadales_odb10.flye-barcode41.txt:  48    Fragmented  BUSCOs  (F)
flye/flye-barcode41/short_summary.specific.xanthomonadales_odb10.flye-barcode41.txt:  33    Missing     BUSCOs  (M)
flye/flye-barcode42/short_summary.specific.xanthomonadales_odb10.flye-barcode42.txt:  1102  Complete    BUSCOs  (C)
flye/flye-barcode42/short_summary.specific.xanthomonadales_odb10.flye-barcode42.txt:  32    Fragmented  BUSCOs  (F)
flye/flye-barcode42/short_summary.specific.xanthomonadales_odb10.flye-barcode42.txt:  18    Missing     BUSCOs  (M)
flye/flye-barcode43/short_summary.specific.xanthomonadales_odb10.flye-barcode43.txt:  1100  Complete    BUSCOs  (C)
flye/flye-barcode43/short_summary.specific.xanthomonadales_odb10.flye-barcode43.txt:  28    Fragmented  BUSCOs  (F)
flye/flye-barcode43/short_summary.specific.xanthomonadales_odb10.flye-barcode43.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode44/short_summary.specific.xanthomonadales_odb10.flye-barcode44.txt:  1109  Complete    BUSCOs  (C)
flye/flye-barcode44/short_summary.specific.xanthomonadales_odb10.flye-barcode44.txt:  22    Fragmented  BUSCOs  (F)
flye/flye-barcode44/short_summary.specific.xanthomonadales_odb10.flye-barcode44.txt:  21    Missing     BUSCOs  (M)
flye/flye-barcode45/short_summary.specific.xanthomonadales_odb10.flye-barcode45.txt:  1102  Complete    BUSCOs  (C)
flye/flye-barcode45/short_summary.specific.xanthomonadales_odb10.flye-barcode45.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode45/short_summary.specific.xanthomonadales_odb10.flye-barcode45.txt:  19    Missing     BUSCOs  (M)
flye/flye-barcode46/short_summary.specific.xanthomonadales_odb10.flye-barcode46.txt:  1087  Complete    BUSCOs  (C)
flye/flye-barcode46/short_summary.specific.xanthomonadales_odb10.flye-barcode46.txt:  40    Fragmented  BUSCOs  (F)
flye/flye-barcode46/short_summary.specific.xanthomonadales_odb10.flye-barcode46.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode47/short_summary.specific.xanthomonadales_odb10.flye-barcode47.txt:  1092  Complete    BUSCOs  (C)
flye/flye-barcode47/short_summary.specific.xanthomonadales_odb10.flye-barcode47.txt:  36    Fragmented  BUSCOs  (F)
flye/flye-barcode47/short_summary.specific.xanthomonadales_odb10.flye-barcode47.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode48/short_summary.specific.xanthomonadales_odb10.flye-barcode48.txt:  1072  Complete    BUSCOs  (C)
flye/flye-barcode48/short_summary.specific.xanthomonadales_odb10.flye-barcode48.txt:  40    Fragmented  BUSCOs  (F)
flye/flye-barcode48/short_summary.specific.xanthomonadales_odb10.flye-barcode48.txt:  40    Missing     BUSCOs  (M)
flye/flye-barcode49/short_summary.specific.xanthomonadales_odb10.flye-barcode49.txt:  1105  Complete    BUSCOs  (C)
flye/flye-barcode49/short_summary.specific.xanthomonadales_odb10.flye-barcode49.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode49/short_summary.specific.xanthomonadales_odb10.flye-barcode49.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode50/short_summary.specific.xanthomonadales_odb10.flye-barcode50.txt:  1102  Complete    BUSCOs  (C)
flye/flye-barcode50/short_summary.specific.xanthomonadales_odb10.flye-barcode50.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode50/short_summary.specific.xanthomonadales_odb10.flye-barcode50.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode51/short_summary.specific.xanthomonadales_odb10.flye-barcode51.txt:  1092  Complete    BUSCOs  (C)
flye/flye-barcode51/short_summary.specific.xanthomonadales_odb10.flye-barcode51.txt:  36    Fragmented  BUSCOs  (F)
flye/flye-barcode51/short_summary.specific.xanthomonadales_odb10.flye-barcode51.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode52/short_summary.specific.xanthomonadales_odb10.flye-barcode52.txt:  1098  Complete    BUSCOs  (C)
flye/flye-barcode52/short_summary.specific.xanthomonadales_odb10.flye-barcode52.txt:  30    Fragmented  BUSCOs  (F)
flye/flye-barcode52/short_summary.specific.xanthomonadales_odb10.flye-barcode52.txt:  24    Missing     BUSCOs  (M)
flye/flye-barcode53/short_summary.specific.xanthomonadales_odb10.flye-barcode53.txt:  1077  Complete    BUSCOs  (C)
flye/flye-barcode53/short_summary.specific.xanthomonadales_odb10.flye-barcode53.txt:  41    Fragmented  BUSCOs  (F)
flye/flye-barcode53/short_summary.specific.xanthomonadales_odb10.flye-barcode53.txt:  34    Missing     BUSCOs  (M)
flye/flye-barcode54/short_summary.specific.xanthomonadales_odb10.flye-barcode54.txt:  1106  Complete    BUSCOs  (C)
flye/flye-barcode54/short_summary.specific.xanthomonadales_odb10.flye-barcode54.txt:  27    Fragmented  BUSCOs  (F)
flye/flye-barcode54/short_summary.specific.xanthomonadales_odb10.flye-barcode54.txt:  19    Missing     BUSCOs  (M)
flye/flye-barcode55/short_summary.specific.xanthomonadales_odb10.flye-barcode55.txt:  1098  Complete    BUSCOs  (C)
flye/flye-barcode55/short_summary.specific.xanthomonadales_odb10.flye-barcode55.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode55/short_summary.specific.xanthomonadales_odb10.flye-barcode55.txt:  29    Missing     BUSCOs  (M)
flye/flye-barcode56/short_summary.specific.xanthomonadales_odb10.flye-barcode56.txt:  1082  Complete    BUSCOs  (C)
flye/flye-barcode56/short_summary.specific.xanthomonadales_odb10.flye-barcode56.txt:  33    Fragmented  BUSCOs  (F)
flye/flye-barcode56/short_summary.specific.xanthomonadales_odb10.flye-barcode56.txt:  37    Missing     BUSCOs  (M)
flye/flye-barcode57/short_summary.specific.xanthomonadales_odb10.flye-barcode57.txt:  1114  Complete    BUSCOs  (C)
flye/flye-barcode57/short_summary.specific.xanthomonadales_odb10.flye-barcode57.txt:  22    Fragmented  BUSCOs  (F)
flye/flye-barcode57/short_summary.specific.xanthomonadales_odb10.flye-barcode57.txt:  16    Missing     BUSCOs  (M)
flye/flye-barcode58/short_summary.specific.xanthomonadales_odb10.flye-barcode58.txt:  1101  Complete    BUSCOs  (C)
flye/flye-barcode58/short_summary.specific.xanthomonadales_odb10.flye-barcode58.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode58/short_summary.specific.xanthomonadales_odb10.flye-barcode58.txt:  20    Missing     BUSCOs  (M)
flye/flye-barcode59/short_summary.specific.xanthomonadales_odb10.flye-barcode59.txt:  1112  Complete    BUSCOs  (C)
flye/flye-barcode59/short_summary.specific.xanthomonadales_odb10.flye-barcode59.txt:  25    Fragmented  BUSCOs  (F)
flye/flye-barcode59/short_summary.specific.xanthomonadales_odb10.flye-barcode59.txt:  15    Missing     BUSCOs  (M)
flye/flye-barcode60/short_summary.specific.xanthomonadales_odb10.flye-barcode60.txt:  1096  Complete    BUSCOs  (C)
flye/flye-barcode60/short_summary.specific.xanthomonadales_odb10.flye-barcode60.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode60/short_summary.specific.xanthomonadales_odb10.flye-barcode60.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode61/short_summary.specific.xanthomonadales_odb10.flye-barcode61.txt:  1066  Complete    BUSCOs  (C)
flye/flye-barcode61/short_summary.specific.xanthomonadales_odb10.flye-barcode61.txt:  51    Fragmented  BUSCOs  (F)
flye/flye-barcode61/short_summary.specific.xanthomonadales_odb10.flye-barcode61.txt:  35    Missing     BUSCOs  (M)
flye/flye-barcode62/short_summary.specific.xanthomonadales_odb10.flye-barcode62.txt:  1119  Complete    BUSCOs  (C)
flye/flye-barcode62/short_summary.specific.xanthomonadales_odb10.flye-barcode62.txt:  15    Fragmented  BUSCOs  (F)
flye/flye-barcode62/short_summary.specific.xanthomonadales_odb10.flye-barcode62.txt:  18    Missing     BUSCOs  (M)
flye/flye-barcode63/short_summary.specific.xanthomonadales_odb10.flye-barcode63.txt:  928   Complete    BUSCOs  (C)
flye/flye-barcode63/short_summary.specific.xanthomonadales_odb10.flye-barcode63.txt:  122   Fragmented  BUSCOs  (F)
flye/flye-barcode63/short_summary.specific.xanthomonadales_odb10.flye-barcode63.txt:  102   Missing     BUSCOs  (M)
flye/flye-barcode64/short_summary.specific.xanthomonadales_odb10.flye-barcode64.txt:  1082  Complete    BUSCOs  (C)
flye/flye-barcode64/short_summary.specific.xanthomonadales_odb10.flye-barcode64.txt:  42    Fragmented  BUSCOs  (F)
flye/flye-barcode64/short_summary.specific.xanthomonadales_odb10.flye-barcode64.txt:  28    Missing     BUSCOs  (M)
flye/flye-barcode65/short_summary.specific.xanthomonadales_odb10.flye-barcode65.txt:  1099  Complete    BUSCOs  (C)
flye/flye-barcode65/short_summary.specific.xanthomonadales_odb10.flye-barcode65.txt:  31    Fragmented  BUSCOs  (F)
flye/flye-barcode65/short_summary.specific.xanthomonadales_odb10.flye-barcode65.txt:  22    Missing     BUSCOs  (M)
flye/flye-barcode66/short_summary.specific.xanthomonadales_odb10.flye-barcode66.txt:  1093  Complete    BUSCOs  (C)
flye/flye-barcode66/short_summary.specific.xanthomonadales_odb10.flye-barcode66.txt:  34    Fragmented  BUSCOs  (F)
flye/flye-barcode66/short_summary.specific.xanthomonadales_odb10.flye-barcode66.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode67/short_summary.specific.xanthomonadales_odb10.flye-barcode67.txt:  1096  Complete    BUSCOs  (C)
flye/flye-barcode67/short_summary.specific.xanthomonadales_odb10.flye-barcode67.txt:  35    Fragmented  BUSCOs  (F)
flye/flye-barcode67/short_summary.specific.xanthomonadales_odb10.flye-barcode67.txt:  21    Missing     BUSCOs  (M)
flye/flye-barcode68/short_summary.specific.xanthomonadales_odb10.flye-barcode68.txt:  1095  Complete    BUSCOs  (C)
flye/flye-barcode68/short_summary.specific.xanthomonadales_odb10.flye-barcode68.txt:  32    Fragmented  BUSCOs  (F)
flye/flye-barcode68/short_summary.specific.xanthomonadales_odb10.flye-barcode68.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode69/short_summary.specific.xanthomonadales_odb10.flye-barcode69.txt:  1100  Complete    BUSCOs  (C)
flye/flye-barcode69/short_summary.specific.xanthomonadales_odb10.flye-barcode69.txt:  29    Fragmented  BUSCOs  (F)
flye/flye-barcode69/short_summary.specific.xanthomonadales_odb10.flye-barcode69.txt:  23    Missing     BUSCOs  (M)
flye/flye-barcode70/short_summary.specific.xanthomonadales_odb10.flye-barcode70.txt:  965   Complete    BUSCOs  (C)
flye/flye-barcode70/short_summary.specific.xanthomonadales_odb10.flye-barcode70.txt:  95    Fragmented  BUSCOs  (F)
flye/flye-barcode70/short_summary.specific.xanthomonadales_odb10.flye-barcode70.txt:  92    Missing     BUSCOs  (M)
flye/flye-barcode71/short_summary.specific.xanthomonadales_odb10.flye-barcode71.txt:  1099  Complete    BUSCOs  (C)
flye/flye-barcode71/short_summary.specific.xanthomonadales_odb10.flye-barcode71.txt:  34    Fragmented  BUSCOs  (F)
flye/flye-barcode71/short_summary.specific.xanthomonadales_odb10.flye-barcode71.txt:  19    Missing     BUSCOs  (M)
flye/flye-barcode72/short_summary.specific.xanthomonadales_odb10.flye-barcode72.txt:  1085  Complete    BUSCOs  (C)
flye/flye-barcode72/short_summary.specific.xanthomonadales_odb10.flye-barcode72.txt:  39    Fragmented  BUSCOs  (F)
flye/flye-barcode72/short_summary.specific.xanthomonadales_odb10.flye-barcode72.txt:  28    Missing     BUSCOs  (M)
flye/flye-barcode73/short_summary.specific.xanthomonadales_odb10.flye-barcode73.txt:  1096  Complete    BUSCOs  (C)
flye/flye-barcode73/short_summary.specific.xanthomonadales_odb10.flye-barcode73.txt:  36    Fragmented  BUSCOs  (F)
flye/flye-barcode73/short_summary.specific.xanthomonadales_odb10.flye-barcode73.txt:  20    Missing     BUSCOs  (M)
flye/flye-barcode74/short_summary.specific.xanthomonadales_odb10.flye-barcode74.txt:  1067  Complete    BUSCOs  (C)
flye/flye-barcode74/short_summary.specific.xanthomonadales_odb10.flye-barcode74.txt:  46    Fragmented  BUSCOs  (F)
flye/flye-barcode74/short_summary.specific.xanthomonadales_odb10.flye-barcode74.txt:  39    Missing     BUSCOs  (M)
flye/flye-barcode75/short_summary.specific.xanthomonadales_odb10.flye-barcode75.txt:  1098  Complete    BUSCOs  (C)
flye/flye-barcode75/short_summary.specific.xanthomonadales_odb10.flye-barcode75.txt:  28    Fragmented  BUSCOs  (F)
flye/flye-barcode75/short_summary.specific.xanthomonadales_odb10.flye-barcode75.txt:  26    Missing     BUSCOs  (M)
flye/flye-barcode76/short_summary.specific.xanthomonadales_odb10.flye-barcode76.txt:  1125  Complete    BUSCOs  (C)
flye/flye-barcode76/short_summary.specific.xanthomonadales_odb10.flye-barcode76.txt:  16    Fragmented  BUSCOs  (F)
flye/flye-barcode76/short_summary.specific.xanthomonadales_odb10.flye-barcode76.txt:  11    Missing     BUSCOs  (M)
flye/flye-barcode77/short_summary.specific.xanthomonadales_odb10.flye-barcode77.txt:  1097  Complete    BUSCOs  (C)
flye/flye-barcode77/short_summary.specific.xanthomonadales_odb10.flye-barcode77.txt:  30    Fragmented  BUSCOs  (F)
flye/flye-barcode77/short_summary.specific.xanthomonadales_odb10.flye-barcode77.txt:  25    Missing     BUSCOs  (M)
flye/flye-barcode78/short_summary.specific.xanthomonadales_odb10.flye-barcode78.txt:  1093  Complete    BUSCOs  (C)
